OTS	OTQ
"nub'u̱ nu'i ingi kjapi da bo̱nga nu'a ra makja ja nu'a ra jnini, ¿jankja ra yotui, ga tso̱gi nubu̱ ma b'e̱jña? o̱t'a r'ato ya kje̱ya bi mu̱di [ra makja ra bartolomé lópez]"	"nub’ú nu’i hingi xapi da mbonga nu’a ra maki ya nu’a ra ñeni, ¿jankya ra yot’i, ga tsogi nub’ú ma bäxña? otho rato ya kjea bi mudi [ra maki ra Bartolomé López]"
pa ga b'u̱i mpaja ne ga o̱t'e n'a ra nkjondajmä gatjo nu'a ga jandi.	Pa ga b'ui mpaha ne ga o̱t'e n'a ra nkjondaxmi gatjo nu'a ga handi.
"r'a nuna mi ntjandi ngu nu'a ma tjänkjuaju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ngo̱,"	"r'a nuna mi nt'andi ngu nu'a ma txäñkjuäju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ngö,"
"xa zägi mpaja, nub'u̱ xa nkjabu̱ xa kjapabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda kjapi xa po̱jo̱ bi ya kue̱ ra nge'a ya kjä'i xi mra no̱t'e ne mra jyotekjä'i,"	"ja zäki mpaha, nu'bü ja njabu̱ ja khapabi ma zu ne inte ja t'otabi nu'bü inda khapi ja po̱ho̱ bi ya kue̱ ra nge'a ya kä'i xi mra no̱t'e ne mra yotekä'i,"
"y'o, ri ma ne gi xipabiju̱ ya metlaxcala ge ma r'a ya me̱ti kjä'i ne ri ajuäju̱, ge nu'a ga mä ge xa eje nuua ma jaiju̱, ge di umbabije ma ntjädije."	"yo, ri ma ne gi xipabixu ya mexitlaxkala ge ma ra ya meti kähñi ne ri ahuäxu, ge nu'a ga mä ge xa eje nuwa ma haixu, ge di umbaxije ma nt'ädije."
¿te da o̱t'e ma kjä'iju̱ sta b'e̱diju̱?	¿te da o̱t'e ma kyä'iju̱ sta b'e̱di?
"-da ts'iua:... ri ñ'eje ge'a ma nkjueij'u̱. da o̱t'eje ya ñ'o̱te ko ya je̱m'i, ya ñ'o̱t'eje ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya."	"-da ts'iba:... ri ñäjä gä'a ma nkjueij'u̱. da o̱t'ejä ya ñ'o̱the ko ya jämi, ya ñ'o̱t'ejä ko ya nt'uts'i. da o̱ts'e̱ ra bäna nuya."
-dom'i ma akjuäju̱ ge inda yu̱t'a ja ma nguju̱ nuju̱ to'o e̱nts'i pa tji ne da jokuabi ra jonanjyo nub'u̱ sta ne da jyoki ya inda za.	-dom'i ma akjuäju̱ ge hñä yu̱t'a ja ma nguju̱ nuju̱ to'o e̱nts'i pa tji ne da jokuabi ra jonanjyo nu'bü̱ sta ne da jyoki ya hñä za.
"-o̱t'a ra mäte gi o̱deju̱, kja gi b'ai nuuaju̱. mont'a ya ngo akjuä; ri kjuat'i ra ngo ga tsunda ma akjuäje."	"-ot'a ra mäthe gi othehu, hñäki gi bädi nuähu. mbonthä ya ngoa akjuä; ri kjuat'i ra ngoa ga ts'ünt'a ma akjuähe."
"-xa jño, di b'u̱ije nkjamädije."	"Xa ñä, di b'uiye nkamadiye."
-¿nguande nkjabu̱ ga mäu gra kjuäju̱?	-¿Nguande nkahmu̱ ga mäu ra kjuäju̱?
"-ñ'emabagi, ya gabida, ya kjä'iju̱ gi pädi ra ntuni ra mem'onda ba ejeju̱ ga te̱niju̱ma nzu̱teju̱. ko ya mätsa mi te̱je̱, ko ya bu̱'bai ko ngatjo ra ts'e̱di mi te̱je̱ ra ñ'u."	"Ñ'emabaxi, ya gabitha, ya kä'i hño gi pädi ra nt'uni ra me'monda ba ejehu ga t'eni hñuma nzuthehu. Ko ya mätsa mi t'ehe, ko ya bu'bai ko ngatho ra ts'edi mi t'ehe ra ñ'u."
"bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya nkjändajmä, ngu nu'a ra jmä ra alonso axayaca, gojo n'ate ma pa bi nzo̱t'e nuna pa."	"bi tsëti nuna ngot'i ra m'onda, ngu pëthe ra dänga b'ede, ya k'oi ne ya njändaxmë, ngu nu'a ra jmë ra alonso axayaca, goxu n'ate ma pa bi nzot'e nuna pa."
"into y'o mankjuäntjo, into pa ri nektjo."	"NTU y'o mankjuänt'o, NTU pa ri nekt'o."
"nub'u̱ ndi umbabije ma nkjut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]"	"nub'ú nthí umbabihe ma nkjot'ihe xki nzä nthí da'ihe, mi adi n'a túki neje nub'ú nthí unihe ya k'astaboha mi jäni made n'a túki [...]"
"ya miñ'o ko ngejna jmä ri kjojya,"	"ya miñ'o ko ngehna jmä ri kjojya,"
bi tso̱jso̱ ra ngo ma akjuäju̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tsojso ra ngo ma akjuäju: nubia da fudi da gwadi ra r'et'a ra pa.
