Input	Result
"ja mi tso nde, bi mu̱di bi nkja n'a ra jneki ngu nkjagiju̱ dega kjä'i, bi t'ot'e ra b'ai ngu dega kjä'i,"	"Ja mi tso nde, bi mu̱di bi nkya n'a ra jneki ngu nkjagiju̱ dega kya'i, bi t'ot'e ra b'ai ngu dega kya'i,"
"ma bo̱najmu'ije: nuna b'e̱fi ga tsokagije sta kjuatihe gatjo: gi nuti nuua, xa jño bo̱najmu."	"Ma bonaxmu'ije: nuna be̱fi ga cokaxiye sta kyuatije gaxto: gi nuti nu'a, xa jño bonaxmu."
"mi mä dega ts'e̱dira jñä tso̱pu da ts'o̱jo̱bu nuya nzo̱jo̱kjä'i ga jandiju̱ te ma ts'e̱di pe̱tsi, ra nge'a ma akjuä ra quetzalcohuatl b'u̱i nuua ko ngekagiju̱,"	"mi mä dega ts'edirá jñä tsópu da ts'ojóbu nuya nzójkjä'i ga jandíju te ma ts'edi pe̱tsi, ra nge'a ma akjuä ra quetzalcohuatl b'ui nuua ko ngekagíju"
"ne ya nt'u̱i, jankja di tjuts'i ya nt'ofo, nkjap'u̱ neje mä 'ra ya mpeu̱i da fats'i di nt'ot'i ra jñäjñu"	"ne ya ntʉ̱i, jankja di tcuci ya ntʼofo, nkjapʉ̱ neje mä ’ra ya mpe̱ui da fatsʼi di ntʼotʼi ra ñäñu"
"nub'u̱ nu'i ingi kjapi da bo̱nga nu'a ra makja ja nu'a ra jnini, ¿jankja ra yotui, ga tso̱gi nubu̱ ma b'e̱jña? o̱t'a r'ato ya kje̱ya bi mu̱di [ra makja ra bartolomé lópez]"	"Nub'u̱ nu'i ingi kjapi da bo̱nga nu'a ra makja ja nu'a ra jnini, ¿jankja ra yotui, ga tso̱gi nubu̱ ma b'e̱jña? O̱t'a r'ato ya kje̱ya bi mu̱di [ra makja ra Bartolomé López]"
pa ga b'u̱i mpaja ne ga o̱t'e n'a ra nkjondajmä gatjo nu'a ga jandi.	Pa ga bʉi mpaja ne ga oʔte n'a ra nkjondajmä gatjo nu'a ga jandi.
"r'a nuna mi ntjandi ngu nu'a ma tjänkjuaju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ngo̱,"	"r'a nuna mi ntjandi ngu nu'a ma tjänkjuaju̱ (ichtlilmatli), xi mra nts'o, mi kuet'e ja ya ngo̱,"
"xa zägi mpaja, nub'u̱ xa nkjabu̱ xa kjapabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda kjapi xa po̱jo̱ bi ya kue̱ ra nge'a ya kjä'i xi mra no̱t'e ne mra jyotekjä'i,"	"Xa zägi mpaja, nub'u xa nkjabu xa kjapabi ma zu ne inte xa t'o tuabi nub'u inda kjapi xa pojo bi ya kue ra nge'a ya kjä'i xi mra no't'e ne mra jyotekjä'i"
"y'o, ri ma ne gi xipabiju̱ ya metlaxcala ge ma r'a ya me̱ti kjä'i ne ri ajuäju̱, ge nu'a ga mä ge xa eje nuua ma jaiju̱, ge di umbabije ma ntjädije."	"yʉ, ri ma ne gi xipabijʉ ya metlaxcala ge ma rʼa ya me̱ti kjäʼi ne ri ajʉäjʉ, ge nuʼa ga mä ge xa eje nuʉa ma jaijʉ, ge di umbabije ma ntjädije."
¿te da o̱t'e ma kjä'iju̱ sta b'e̱diju̱?	¿te da o̱tʔe ma kjäʔiju̱ sta bʔediju̱?
"-da ts'iua:... ri ñ'eje ge'a ma nkjueij'u̱. da o̱t'eje ya ñ'o̱te ko ya je̱m'i, ya ñ'o̱t'eje ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya."	"-da ts'iuá... ri ñ'ehe ge'a ma nkjueij'u. da oteje ya ñ'ote ko ya jem'i, ya ñ'oteje ko ya ntuts'i. da ots'e ra b'ena noya."
-dom'i ma akjuäju̱ ge inda yu̱t'a ja ma nguju̱ nuju̱ to'o e̱nts'i pa tji ne da jokuabi ra jonanjyo nub'u̱ sta ne da jyoki ya inda za.	Domi ma akjuaju ge inda yuta ja ma nuguju nuju to'o ents'i pa tji ne da jokabi ra jonanjyo nubu sta ne da jyoki ya inda za.
"-o̱t'a ra mäte gi o̱deju̱, kja gi b'ai nuuaju̱. mont'a ya ngo akjuä; ri kjuat'i ra ngo ga tsunda ma akjuäje."	"-ota ra mate gi odeju, kya gi b'ai nuaju. mont'a ya ngo aküä; ri kyuati ra ngo ga tsunda ma aküäje."
"-xa jño, di b'u̱ije nkjamädije."	"ŋa ǵnɛ, di b'u̱ije ŋkamädiye."
-¿nguande nkjabu̱ ga mäu gra kjuäju̱?	-¿Ngwandé nkjabú ga máu gra kjuájú?
"-ñ'emabagi, ya gabida, ya kjä'iju̱ gi pädi ra ntuni ra mem'onda ba ejeju̱ ga te̱niju̱ma nzu̱teju̱. ko ya mätsa mi te̱je̱, ko ya bu̱'bai ko ngatjo ra ts'e̱di mi te̱je̱ ra ñ'u."	"-ñ'emabagi, ya gabida, ya kjä'iju gi pädi ra ntuni ra mem'onda ba eheju ga teniju̱ma nzu̱teju̱. ko ya mätsa mi te̱je̱, ko ya bu̱'bai ko ngatjo ra tse̱di mi te̱je̱ ra ñ'u."
"bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya nkjändajmä, ngu nu'a ra jmä ra alonso axayaca, gojo n'ate ma pa bi nzo̱t'e nuna pa."	"Bi tsʔéti nuna ngotʔi ra mʔonda, ngu pede ra däŋga bʔéde, ya kʔoi ne ya nkjändäjmä, ngu nuʔa ra jmä ra Alonso Axayaca, gojo nʔate ma pa bi nzō̱tʔe nuna pa."
"into y'o mankjuäntjo, into pa ri nektjo."	"into yʼo maŋkjuaŋtjo, into pa ri nektjo"
"nub'u̱ ndi umbabije ma nkjut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]"	"Nub'u̱ ndi umbabíje ma nkjut'íje xki nzäi ndi da'íje, mi adi n'a tu̱ki neje nub'u̱ ndi uníje ya k'astaboja mi jäni made n'a tu̱ki [...]"
"ya miñ'o ko ngejna jmä ri kjojya,"	"ya miŋ'o ko ŋejna hmä ri kjojya,"
bi tso̱jso̱ ra ngo ma akjuäju̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tsøjtsö ra ŋo ma akjua̱ju: nubia da fu̱di da guadi ra r'ät'a ra pa
