	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
46	hanja	¿Pa te bi t'o̱t'e njabu̱? gi pädihu̱ hanja ho̱nse̱he̱ nu'u̱ mi ne da udi ra ñ'u, mi ena ge nu'u̱ man'a mi pädi dige'u̱ to'o ri mu̱di mi b'u̱i nuua, ra nge'a xi mra dumanthuhu ko ra k'astaboja nehe ya hai mra me̱ti mar'a, ra nge'a ne da me̱tsa ndunthi ya hai nuua [...]	¿pa te bi t'o̱t'e njabu̱? gi pädiju̱ janja jo̱nse̱je̱ nu'u̱ mi ne da udi ra ñ'u, mi ena ge nu'u̱ man'a mi pädi dige'u̱ to'o ri mu̱di mi b'u̱i nuua, ra nge'a xi mra dumantjuju ko ra k'astaboja neje ya jai mra me̱ti mar'a, ra nge'a ne da me̱tsa nduntji ya jai nuua [...]	¿pa te bi t'o̱t'e njabu̱? gi pädihu̱ hanja ho̱nse̱he̱ nu'u̱ mi ne da udi ra ñ'u, mi ena ge nu'u̱ man'a mi pädi dige'u̱ to'o ri mu̱di mi b'u̱i nuua, ra nge'a xi mra dumanthuhu ko ra k'astaboja nehe ya hai mra me̱ti mar'a, ra nge'a ne da me̱tsa ndunthi ya hai nuua [...]	¿pa te bi t'o̱t'e njabu̱? gi pädihu̱ hanja ho̱nse̱he̱ nu'u̱ mi ne da udi ra ñ'u, mi ena ge nu'u̱ man'a mi pädi dige'u̱ to'o ri mu̱di mi b'u̱i nuua, ra nge'a xi mra dumanthuhu ko ra k'astaboja nehe ya hai mra me̱ti mar'a, ra nge'a ne da me̱tsa ndunthi ya hai nuua [...]	¿pa te bi tʔɔtʔe nkhabɨ? gi pᶏdihɨ hankha hɔnsɛhɛ nuʔɨ mi ne da udi ra ñʔu, mi ena ge nuʔɨ manʔa mi pᶏdi digeʔɨ toʔo ri mɨdi mi bʔɨi nuua, ra ngeʔa ši mra dumanthuhu ko ra kʔastabokha nehe ya hai mra mɛti marʔa, ra ngeʔa ne da mɛca ndunthi ya hai nuua [...]	¿pa te bi tʔɔtʔe nkhabɨ? gi pãdihɨ hankha hɔnsɛhɛ nuʔɨ mi ne da udi ra ɲʔu, mi ena ge nuʔɨ manʔa mi pãdi digeʔɨ toʔo ri mɨdi mi bʔɨi nuua, ra ngeʔa ʃi mɾa dumanthuhu ko ra kʔastabokha nehe ja hai mɾa mɛti maɾʔa, ra ngeʔa ne da mɛt͡sa ndunthi ja hai nuua [...]
47	hanja	ge ndunthi maiki bi mä nu'a mitsunda nuya t´o̱t´ amfeni mi hutsi ha ya k'oi ne hanja mra m'u̱i nuya mu̱dimehai.	ge nduntji maiki bi mä nu'a mitsunda nuya t´o̱t´ amfeni mi jutsi ja ya k'oi ne janja mra m'u̱i nuya mu̱dimejai.	ge ndunthi maiki bi mä nu'a mitsunda nuya t´o̱t´ amfeni mi hutsi ha ya k'oi ne hanja mra m'u̱i nuya mu̱dimehai.	ge ndunthi maiki bi mä nu'a mitsunda nuya t´o̱t´ amfeni mi hutsi ha ya k'oi ne hanja mra m'u̱i nuya mu̱dimehai.	ge ndunthi maiki bi mᶏ nuʔa micunda nuya t´ɔt´ ampheni mi huci ha ya kʔoi ne hankha mra mʔɨi nuya mɨdimehai.	ge ndunthi maiki bi mã nuʔa mit͡sunda nuja t´ɔt´ amɸeni mi hut͡si ha ja kʔoi ne hankha mɾa mʔɨi nuja mɨdimehai.
48	hanja	Po̱de ge nuya pe̱tsi nuya ndäxjua kuän'ahmä ya mu̱dimehai ra thandi ra ts'oka´o̱t amfeni bi tsu̱di hanja da mä ha ya ntuhu,	po̱de ge nuya pe̱tsi nuya ndäxjua kuän'ajmä ya mu̱dimejai ra tjandi ra ts'oka´o̱t amfeni bi tsu̱di janja da mä ja ya ntuju,	po̱de ge nuya pe̱tsi nuya ndäxjua kuän'ahmä ya mu̱dimehai ra thandi ra ts'oka´o̱t amfeni bi tsu̱di hanja da mä ha ya ntuhu,	po̱de ge nuya pe̱tsi nuya ndäxjua kuän'ahmä ya mu̱dimehai ra thandi ra ts'oka´o̱t amfeni bi tsu̱di hanja da mä ha ya ntuhu,	pɔde ge nuya pɛci nuya ndᶏškhua kuᶏnʔahmᶏ ya mɨdimehai ra thandi ra cʔoka´ɔt ampheni bi cɨdi hankha da mᶏ ha ya ntuhu,	pɔde ge nuja pɛt͡si nuja ndãʃkhua kuãnʔahmã ja mɨdimehai ra thandi ra t͡sʔoka´ɔt amɸeni bi t͡sɨdi hankha da mã ha ja ntuhu,
49	hanja	Inga ra nge'a ga hokihe n'a ra hoga nt'udi dige'a nuya dänga b'ede, inga tsapi ga unihe n'a ra nthädi dige'a ra xuhña nuua ra dänga b'ede hanja ingi nthe̱ nuna bri thuts'i.	inga ra nge'a ga jokije n'a ra joga nt'udi dige'a nuya dänga b'ede, inga tsapi ga unije n'a ra ntjädi dige'a ra xujña nuua ra dänga b'ede janja ingi ntje̱ nuna bri tjuts'i.	inga ra nge'a ga hokihe n'a ra hoga nt'udi dige'a nuya dänga b'ede, inga tsapi ga unihe n'a ra nthädi dige'a ra xuhña nuua ra dänga b'ede hanja ingi nthe̱ nuna bri thuts'i.	inga ra nge'a ga hokihe n'a ra hoga nt'udi dige'a nuya dänga b'ede, inga tsapi ga unihe n'a ra nthädi dige'a ra xuhña nuua ra dänga b'ede hanja ingi nthe̱ nuna bri thuts'i.	inga ra ngeʔa ga hokihe nʔa ra hoga ntʔudi digeʔa nuya dᶏnga bʔede, inga capi ga unihe nʔa ra nthᶏdi digeʔa ra šuhña nuua ra dᶏnga bʔede hankha ingi nthɛ nuna bri thucʔi.	inga ra ngeʔa ga hokihe nʔa ra hoga ntʔudi digeʔa nuja dãnga bʔede, inga t͡sapi ga unihe nʔa ra nthãdi digeʔa ra ʃuhɲa nuua ra dãnga bʔede hankha ingi nthɛ nuna bɾi thut͡sʔi.
50	hanja	Inga mahye̱gi mazu mi o̱tuabi, ya nxiki ne ra manteb'u̱, ra ntsa da mfädi mi pe̱tsi ha ya ñudi ge bi huts'i nu'a ya b'ede to'o bi ñä ya ndeznä hanja ra nja ra ts'okat´o̱t amfeni.	inga majye̱gi mazu mi o̱tuabi, ya nxiki ne ra manteb'u̱, ra ntsa da mfädi mi pe̱tsi ja ya ñudi ge bi juts'i nu'a ya b'ede to'o bi ñä ya ndeznä janja ra nja ra ts'okat´o̱t amfeni.	inga mahye̱gi mazu mi o̱tuabi, ya nxiki ne ra manteb'u̱, ra ntsa da mfädi mi pe̱tsi ha ya ñudi ge bi huts'i nu'a ya b'ede to'o bi ñä ya ndeznä hanja ra nja ra ts'okat´o̱t amfeni.	inga mahye̱gi mazu mi o̱tuabi, ya nxiki ne ra manteb'u̱, ra ntsa da mfädi mi pe̱tsi ha ya ñudi ge bi huts'i nu'a ya b'ede to'o bi ñä ya ndeznä hanja ra nja ra ts'okat´o̱t amfeni.	inga mahyɛgi mazu mi ɔtuabi, ya nšiki ne ra mantebʔɨ, ra nca da mphᶏdi mi pɛci ha ya ñudi ge bi hucʔi nuʔa ya bʔede toʔo bi ñᶏ ya ndeznᶏ hankha ra nkha ra cʔokat´ɔt ampheni.	inga mahjɛgi mazu mi ɔtuabi, ja nʃiki ne ra mantebʔɨ, ra nt͡sa da mɸãdi mi pɛt͡si ha ja ɲudi ge bi hut͡sʔi nuʔa ja bʔede toʔo bi ɲã ja ndeznã hankha ra nkha ra t͡sʔokat´ɔt amɸeni.
51	hanja	Bi xipabi te ha ra nthoki ra ximhai, ne ha ra dagi, habu̱ ga ehe ra Cristo, xki ehe dige'a hñu ya nsunda ne hanja da yopa b'u̱i ra t'u̱ ajuä, ha di yopi da b'ui, ebu̱ bi ju̱ka n'a ra pont'i bi tsu̱tsi, ya mi ñ'oui bi ndändiñähmu, nu'a ra Ixtlilxóchitl.	bi xipabi te ja ra ntjoki ra ximjai, ne ja ra dagi, jabu̱ ga eje ra tsristo, xki eje dige'a jñu ya nsunda ne janja da yopa b'u̱i ra t'u̱ ajuä, ja di yopi da b'ui, ebu̱ bi ju̱ka n'a ra pont'i bi tsu̱tsi, ya mi ñ'oui bi ndändiñäjmu, nu'a ra ixtlilxóchitl.	bi xipabi te ha ra nthoki ra ximhai, ne ha ra dagi, habu̱ ga ehe ra tsristo, xki ehe dige'a hñu ya nsunda ne hanja da yopa b'u̱i ra t'u̱ ajuä, ha di yopi da b'ui, ebu̱ bi ju̱ka n'a ra pont'i bi tsu̱tsi, ya mi ñ'oui bi ndändiñähmu, nu'a ra ixtlilxóchitl.	bi xipabi te ha ra nthoki ra ximhai, ne ha ra dagi, habu̱ ga ehe ra tsristo, xki ehe dige'a hñu ya nsunda ne hanja da yopa b'u̱i ra t'u̱ ajuä, ha di yopi da b'ui, ebu̱ bi ju̱ka n'a ra pont'i bi tsu̱tsi, ya mi ñ'oui bi ndändiñähmu, nu'a ra ixtlilxótxitl.	bi šipabi te ha ra nthoki ra šimhai, ne ha ra dagi, habɨ ga ehe ra cristo, ški ehe digeʔa hñu ya nsunda ne hankha da yopa bʔɨi ra tʔɨ akhuᶏ, ha di yopi da bʔui, ebɨ bi khɨka nʔa ra pontʔi bi cɨci, ya mi ñʔoui bi ndᶏndiñᶏhmu, nuʔa ra ištlilšóčitl.	bi ʃipabi te ha ra nthoki ra ʃimhai, ne ha ra dagi, habɨ ga ehe ra t͡sɾisto, ʃki ehe digeʔa hɲu ja nsunda ne hankha da jopa bʔɨi ra tʔɨ akhuã, ha di jopi da bʔui, ebɨ bi khɨka nʔa ra pontʔi bi t͡sɨt͡si, ja mi ɲʔoui bi ndãndiɲãhmu, nuʔa ra iʃtlilʃót͡ʃitl.
52	hanja	Nubia ga mähu̱, n'a tu̱ki nu'a ri ñ'ehe nuna nthint'ant'ofo, ne hanja bri thuts'i ya nt'ofo, ne	nubia ga mäju̱, n'a tu̱ki nu'a ri ñ'eje nuna ntjint'ant'ofo, ne janja bri tjuts'i ya nt'ofo, ne	nubia ga mähu̱, n'a tu̱ki nu'a ri ñ'ehe nuna nthint'ant'ofo, ne hanja bri thuts'i ya nt'ofo, ne	nubia ga mähu̱, n'a tu̱ki nu'a ri ñ'ehe nuna nthint'ant'ofo, ne hanja bri thuts'i ya nt'ofo, ne	nubia ga mᶏhɨ, nʔa tɨki nuʔa ri ñʔehe nuna nthintʔantʔopho, ne hankha bri thucʔi ya ntʔopho, ne	nubia ga mãhɨ, nʔa tɨki nuʔa ri ɲʔehe nuna nthintʔantʔoɸo, ne hankha bɾi thut͡sʔi ja ntʔoɸo, ne
53	juahni	bri juahni po nuya dra hmu.	bri juajni po nuya dra jmu.	bri juahni po nuya dra hmu.	bri juahni po nuya dra hmu.	bri khuahni po nuya dra hmu.	bɾi khuahni po nuja dɾa hmu.
54	juahni	Ge mä ra bonahmu metetzcoco ge, enfrentar ra Cacamatzin, bi juahni bi fats'i ra Cortés.	ge mä ra bonajmu metetztsotso ge, enfrentar ra tsatsamatzin, bi juajni bi fats'i ra tsortés.	ge mä ra bonahmu metetztsotso ge, enfrentar ra tsatsamatzin, bi juahni bi fats'i ra tsortés.	ge mä ra bonahmu metetztsotso ge, enfrentar ra tsatsamatzin, bi juahni bi fats'i ra tsortés.	ge mᶏ ra bonahmu metetzcoco ge, enphrentar ra cacamatzin, bi khuahni bi phacʔi ra cortés.	ge mã ra bonahmu metetzt͡sot͡so ge, enɸɾentaɾ ra t͡sat͡samatzin, bi khuahni bi ɸat͡sʔi ra t͡soɾtés.
55	juahni	bi huts'i n'a ya t'u̱ka ze̱ki pa da juahni te ra nja ra ts'oka t'o̱t'amfeni ge mä nu'a ra b'ist'ofo ya mu̱dimehai.	bi juts'i n'a ya t'u̱ka ze̱ki pa da juajni te ra nja ra ts'oka t'o̱t'amfeni ge mä nu'a ra b'ist'ofo ya mu̱dimejai.	bi huts'i n'a ya t'u̱ka ze̱ki pa da juahni te ra nja ra ts'oka t'o̱t'amfeni ge mä nu'a ra b'ist'ofo ya mu̱dimehai.	bi huts'i n'a ya t'u̱ka ze̱ki pa da juahni te ra nja ra ts'oka t'o̱t'amfeni ge mä nu'a ra b'ist'ofo ya mu̱dimehai.	bi hucʔi nʔa ya tʔɨka zɛki pa da khuahni te ra nkha ra cʔoka tʔɔtʔampheni ge mᶏ nuʔa ra bʔistʔopho ya mɨdimehai.	bi hut͡sʔi nʔa ja tʔɨka zɛki pa da khuahni te ra nkha ra t͡sʔoka tʔɔtʔamɸeni ge mã nuʔa ra bʔistʔoɸo ja mɨdimehai.
56	juahni	bri juahni po nuya dra hmu.	bri juajni po nuya dra jmu.	bri juahni po nuya dra hmu.	bri juahni po nuya dra hmu.	bri khuahni po nuya dra hmu.	bɾi khuahni po nuja dɾa hmu.
57	thänjuahu̱	r'a nuna mi nthandi ngu nu'a ma thänjuahu̱ (Ychtlilmatli), xi mra nts'o, mi kuet'e ha ya ngo̱,	r'a nuna mi ntjandi ngu nu'a ma tjänjuaju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ngo̱,	r'a nuna mi nthandi ngu nu'a ma thänjuahu̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ha ya ngo̱,	r'a nuna mi nthandi ngu nu'a ma thänjuahu̱ (ytxtlilmatli), xi mra nts'o, mi kuet'e ha ya ngo̱,	rʔa nuna mi nthandi ngu nuʔa ma thᶏnkhuahɨ (yčtlilmatli), ši mra ncʔo, mi kuetʔe ha ya ngɔ,	rʔa nuna mi nthandi ngu nuʔa ma thãnkhuahɨ (jt͡ʃtlilmatli), ʃi mɾa nt͡sʔo, mi kuetʔe ha ja ngɔ,
58	¿hanja	nub'u̱ nu'i ingi japi da bo̱nga nu'a ra makja ha nu'a ra hnini, ¿hanja ra yotui, ga tso̱gi nubu̱ ma b'e̱hña? O̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra Bartolomé López]	nub'u̱ nu'i ingi japi da bo̱nga nu'a ra makja ja nu'a ra jnini, ¿janja ra yotui, ga tso̱gi nubu̱ ma b'e̱jña? o̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra bartolomé lópez]	nub'u̱ nu'i ingi japi da bo̱nga nu'a ra makja ha nu'a ra hnini, ¿hanja ra yotui, ga tso̱gi nubu̱ ma b'e̱hña? o̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra bartolomé lópez]	nub'u̱ nu'i ingi japi da bo̱nga nu'a ra makja ha nu'a ra hnini, ¿hanja ra yotui, ga tso̱gi nubu̱ ma b'e̱hña? o̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra bartolomé lópez]	nubʔɨ nuʔi ingi khapi da bɔnga nuʔa ra makkha ha nuʔa ra hnini, ¿hankha ra yotui, ga cɔgi nubɨ ma bʔɛhña? ɔtʔa rʔato ya khɛya bi mɨdi [ra makkha ra bartolomé lópez]	nubʔɨ nuʔi ingi khapi da bɔnga nuʔa ra makkha ha nuʔa ra hnini, ¿hankha ra jotui, ga t͡sɔgi nubɨ ma bʔɛhɲa? ɔtʔa rʔato ja khɛja bi mɨdi [ɾa makkha ra baɾtolomé lópez]
59	¿hanja	¿hanja ga o̱t'ehu̱ ne habu̱?	¿janja ga o̱t'eju̱ ne jabu̱?	¿hanja ga o̱t'ehu̱ ne habu̱?	¿hanja ga o̱t'ehu̱ ne habu̱?	¿hankha ga ɔtʔehɨ ne habɨ?	¿hankha ga ɔtʔehɨ ne habɨ?
60	¿hanja	Pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagije, ¿janja, nuua, ra jyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱jña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nuʔi ndada nuʔi ma tʔekʔei ra makkha, nubʔɨ nuʔi ingi zugagihe, ¿hankha, nuua, ra hyo di geʔa, ga cogi nubɨ [nuʔa ma bʔɛhña]?	pe, nuʔi ndada nuʔi ma tʔekʔei ra makkha, nubʔɨ nuʔi ingi zugagihe, ¿hankha, nuua, ra hjo di geʔa, ga t͡sogi nubɨ [nuʔa ma bʔɛhɲa]?
61	the̱ngaxäju̱	the̱ngaxäju̱	tje̱ngaxäju̱	the̱ngaxäju̱	the̱ngaxäju̱	thɛngašᶏkhɨ	thɛngaʃãkhɨ
62	hjua	bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. Ge'bu̱ go min pu̱n doja 'na. 	bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro jjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na.	bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na.	bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na.	bi bošro ši ʔbɛcʔina, bidoʔɨ ro ʔyɨni ʔna, ši bi bɔš ro hkhua ʔna, bidoʔɨ ro cʔii ʔna, ši bɔšro cʔᶏre ʔna. geʔbɨ go min pɨn dokha ʔna.	bi boʃɾo ʃi ʔbɛt͡sʔina, bidoʔɨ ro ʔjɨni ʔna, ʃi bi bɔʃ ro hkhua ʔna, bidoʔɨ ro t͡sʔii ʔna, ʃi bɔʃɾo t͡sʔãɾe ʔna. geʔbɨ go min pɨn dokha ʔna.
63	hjua	Ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntjo, bi kot'i ko ya majjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dᶏnga mphɨnga bɔkhᶏ bi ntho, bi kotʔi ko ya mahkhuai, mi zɨmʔi nehe ko ya tʔɛnga cʔɨtʔabɔkha.	ja dãnga mɸɨnga bɔkhã bi ntho, bi kotʔi ko ja mahkhuai, mi zɨmʔi nehe ko ja tʔɛnga t͡sʔɨtʔabɔkha.
64	nso̱ho̱jä'i	gatho nuna hai ha nuna R'ayo Ximhai njabu̱ bi thutuabi nuya nso̱ho̱jä'i inbi tsa bi thutuabi man'a ra thuhu.	gatjo nuna jai ja nuna r'ayo ximjai njabu̱ bi tjutuabi nuya nso̱jo̱jä'i inbi tsa bi tjutuabi man'a ra tjuju.	gatho nuna hai ha nuna r'ayo ximhai njabu̱ bi thutuabi nuya nso̱ho̱jä'i inbi tsa bi thutuabi man'a ra thuhu.	gatho nuna hai ha nuna r'ayo ximhai njabu̱ bi thutuabi nuya nso̱ho̱jä'i inbi tsa bi thutuabi man'a ra thuhu.	gatho nuna hai ha nuna rʔayo šimhai nkhabɨ bi thutuabi nuya nsɔhɔkhᶏʔi inbi ca bi thutuabi manʔa ra thuhu.	gatho nuna hai ha nuna rʔajo ʃimhai nkhabɨ bi thutuabi nuja nsɔhɔkhãʔi inbi t͡sa bi thutuabi manʔa ra thuhu.
65	nso̱ho̱jä'i	Ra nthädi ra Cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra ntjädi ra tsuitlajuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthädi ra tsuitlahuatsatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra nthᶏdi ra cuitlahuacatzin bi ena ge ina da ɔtʔe nuya bi bʔɛpabi ya nsɔhɔkhᶏʔi,	ra nthãdi ra t͡suitlahuat͡satzin bi ena ge ina da ɔtʔe nuja bi bʔɛpabi ja nsɔhɔkhãʔi,
66	juän'ahmä	Ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi   dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra Netzahualcoyotl. Ne ra Cuauhtémoc.	jam'u̱ gatjo ya juän'ajmä ge nuua xa ze̱ti ri ñ'eje dige'a ya noya ya mu̱dimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga se̱je̱ ra n'atsanoya pa da fädi ra jñämfo̱, ingi ri me̱udi dige'a ra jmä fu̱oti dige'a nuna ra jñäki ra netzajualtsoyotl. ne ra tsuaujtémots.	ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra netzahualtsoyotl. ne ra tsuauhtémots.	ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra netzahualtsoyotl. ne ra tsuauhtémots.	hamʔɨ gatho ya khuᶏnʔahmᶏ ge nuua ša zɛti ri ñʔehe digeʔa ya noya ya mɨdimehai ha ra hñᶏ ya ndeznᶏ, nuna thuhu ri uni inga sɛhɛ ra nʔacanoya pa da phᶏdi ra hñᶏmphɔ, ingi ri mɛudi digeʔa ra hmᶏ phɨoti digeʔa nuna ra hñᶏki ra netzahualcoyotl. ne ra cuauhtémoc.	hamʔɨ gatho ja khuãnʔahmã ge nuua ʃa zɛti ri ɲʔehe digeʔa ja noja ja mɨdimehai ha ra hɲã ja ndeznã, nuna thuhu ri uni inga sɛhɛ ra nʔat͡sanoja pa da ɸãdi ra hɲãmɸɔ, ingi ri mɛudi digeʔa ra hmã ɸɨoti digeʔa nuna ra hɲãki ra netzahualt͡sojotl. ne ra t͡suauhtémot͡s.
67	juän'ahmä	Nuna thuhu ne gatho man'a ra juän'ahmä ge xa ze̱ti ge'a pa da feni nuna ts'othogi dige'a ra Ts'okat'o̱t' amfeni ge xi nu̱ti dige'a ra nthandi ya mu̱dimehai da mu̱nts'äbäte pa ge nuyu̱   nthodi ne pe̱tsi ra muhu̱ ra tse̱di njuvi ri n'andi ge bi xoki ra ñ'u ha n'a ra M'onda man'añ'o.	nuna tjuju ne gatjo man'a ra juän'ajmä ge xa ze̱ti ge'a pa da feni nuna ts'otjogi dige'a ra ts'okat'o̱t' amfeni ge xi nu̱ti dige'a ra ntjandi ya mu̱dimejai da mu̱nts'äbäte pa ge nuyu̱ ntjodi ne pe̱tsi ra muju̱ ra tse̱di njuvi ri n'andi ge bi xoki ra ñ'u ja n'a ra m'onda man'añ'o.	nuna thuhu ne gatho man'a ra juän'ahmä ge xa ze̱ti ge'a pa da feni nuna ts'othogi dige'a ra ts'okat'o̱t' amfeni ge xi nu̱ti dige'a ra nthandi ya mu̱dimehai da mu̱nts'äbäte pa ge nuyu̱ nthodi ne pe̱tsi ra muhu̱ ra tse̱di njuvi ri n'andi ge bi xoki ra ñ'u ha n'a ra m'onda man'añ'o.	nuna thuhu ne gatho man'a ra juän'ahmä ge xa ze̱ti ge'a pa da feni nuna ts'othogi dige'a ra ts'okat'o̱t' amfeni ge xi nu̱ti dige'a ra nthandi ya mu̱dimehai da mu̱nts'äbäte pa ge nuyu̱ nthodi ne pe̱tsi ra muhu̱ ra tse̱di njuvi ri n'andi ge bi xoki ra ñ'u ha n'a ra m'onda man'añ'o.	nuna thuhu ne gatho manʔa ra khuᶏnʔahmᶏ ge ša zɛti geʔa pa da pheni nuna cʔothogi digeʔa ra cʔokatʔɔtʔ ampheni ge ši nɨti digeʔa ra nthandi ya mɨdimehai da mɨncʔᶏbᶏte pa ge nuyɨ nthodi ne pɛci ra muhɨ ra cɛdi nkhuvi ri nʔandi ge bi šoki ra ñʔu ha nʔa ra mʔonda manʔañʔo.	nuna thuhu ne gatho manʔa ra khuãnʔahmã ge ʃa zɛti geʔa pa da ɸeni nuna t͡sʔothogi digeʔa ra t͡sʔokatʔɔtʔ amɸeni ge ʃi nɨti digeʔa ra nthandi ja mɨdimehai da mɨnt͡sʔãbãte pa ge nujɨ nthodi ne pɛt͡si ra muhɨ ra t͡sɛdi nkhuvi ri nʔandi ge bi ʃoki ra ɲʔu ha nʔa ra mʔonda manʔaɲʔo.
