OTS	OTQ
xa zägi mpaja, nub'u̱ xa nkjabu̱ xa kjapabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda kjapi xa po̱jo̱ bi ya kue̱ ra nge'a ya kjä'i xi mra no̱t'e ne mra jyotekjä'i,	xa zägi mpaja, nub'u xa nkjabu xa kjapabi ma zu ne inte xa t'otuabi nub'u inda kjapi xa pojo bi ya kue ra nge'a ya kjä'i xi mra no̱t'e ne mra jyotekjä'i
y'o, ri ma ne gi xipabiju̱ ya metlaxcala ge ma r'a ya me̱ti kjä'i ne ri ajuäju̱, ge nu'a ga mä ge xa eje nuua ma jaiju̱, ge di umbabije ma ntjädije.	y'o, ri ma ne gi xipabiju̱ ya metlaxcala ge ma r'a ya me̱ti kjä'i ne ri ajuäju̱, ge nu'a ga mä ge xa ehe nuua ma jaiju̱, ge di umbabije ma ntjädije.
¿te da o̱t'e ma kjä'iju̱ sta b'e̱diju̱?	¿te da o̱t'e ma kjä'iju̱ sta b'eedu?
-da ts'iua:... ri ñ'eje ge'a ma nkjueij'u̱. da o̱t'eje ya ñ'o̱te ko ya je̱m'i, ya ñ'o̱t'eje ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da c'iua:... ri ñ'ehe ge'a ma nkjueij'u̱. da o̱t'ehe ya ñ'o̱te ko ya jem'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.
-dom'i ma akjuäju̱ ge inda yu̱t'a ja ma nguju̱ nuju̱ to'o e̱nts'i pa tji ne da jokuabi ra jonanjyo nub'u̱ sta ne da jyoki ya inda za.	-domi ma akwaaju ge inta yuta ja ma nugu nuju to'o ents'i pa tsi ne ta jokwabi ra jonanyo nubu sta ne ta jyoki ya inta za.
-o̱t'a ra mäte gi o̱deju̱, kja gi b'ai nuuaju̱. mont'a ya ngo akjuä; ri kjuat'i ra ngo ga tsunda ma akjuäje.	-o̱t'a ra mäte gi o̱deju̱, kja gi b'ai nuuaju̱. mont'a ya ŋgo akjuä; ri kjuat'i ra ŋgo ga tsunda ma akjuäje.
-xa jño, di b'u̱ije nkjamädije.	-xa jño, di b'uje nkjamädie.
-¿nguande nkjabu̱ ga mäu gra kjuäju̱?	-¿ngande nkjabu̱ ga mäu gra kjuäju̱?
-ñ'emabagi, ya gabida, ya kjä'iju̱ gi pädi ra ntuni ra mem'onda ba ejeju̱ ga te̱niju̱ma nzu̱teju̱. ko ya mätsa mi te̱je̱, ko ya bu̱'bai ko ngatjo ra ts'e̱di mi te̱je̱ ra ñ'u.	-ñ'embagi, ya gabida, ya kjä'iju gi pädi ra ntuni ra mem'onda ba eheju ga te̱niju̱ma nzuteju̱. ko ya mätsa mi te̱je, ko ya bu'bai ko ngatyo ra ts'e̱di mi te̱je ra ñ'u.
bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya nkjändajmä, ngu nu'a ra jmä ra alonso axayaca, gojo n'ate ma pa bi nzo̱t'e nuna pa.	bi tseti nuna ngoti ra monda, ngu pede ra dangwa bede, ya koi ne ya njandajma, ngu nua ra jma ra alonso axayaca, gojo nate ma pa bi nzote nuna pa.
into y'o mankjuäntjo, into pa ri nektjo.	into y'o mankjuntjo, into pa ri nektjo
nub'u̱ ndi umbabije ma nkjut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]	nub'u̱ ndi umbabije ma nkjut'ije xki nzäi ndi da'ije, mi adi n'a tu̱ki neje nub'u̱ ndi unije ya k'astaboja mi jäni made n'a tu̱ki [...]
ya miñ'o ko ngejna jmä ri kjojya,	ya miñ'o ko ńejna jmä ri kjojya,
bi tso̱jso̱ ra ngo ma akjuäju̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi c'o̱jso̱ ra ŋgo ma akjua̱ju̱: nubia da fudi da gwadi ra r'eta ra pa.
