OTQ	OTS
xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	xa zägi mpaha, nub'u xa njabu xa japabi ma zu ne inte xa t'otuabi nub'u inda japi xa po̱ho bi ya kue ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,
y'o, ri ma ne gi xipabihu̱ ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabihu ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu, ge nu'a ga mä ge xa ehe nuua ma haihu, ge di umbabihe ma nt'ädihe.
¿te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿te da o̱t'e ma xä'ihu̱ sta b'edi̱hu̱?
-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da ts'iu̱a:... ri ñ'eehe ge'a ma ñi̱uih'u̱. da o̱t'eehe ya ñ'o̱te ko ya hem'i, ya ñ'o̱t'eehe ko ya ntut's'i. da o̱ts'ee ra be̱na noya.
-dom'i ma ajuähu̱ ge inda yu̱t'a ha ma nguhu̱ nuhu̱ to'o e̱nts'i pa thi ne da hokuabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.	-domi ma ajua̱u̱ ge inda yu̱ta ha ma nguhu̱ nuhu̱ to'o e̱nc'i pa thi ne da hokabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.
-o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsunda ma ajuähe.	OTS: -o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. mont'a ya ŋo ajüä; ri juat'i ra ŋo ga tsunda ma ajüähe.
-xa hño, di b'u̱ihe njamädihe.	-xa hño, di b'į̈he ñamädihe.
-¿nguande njabu̱ ga mäu gra juähu̱?	-¿ngande njabu̱ ga mäu gra juähu̱?
-ñ'emabagi, ya gabida, ya jä'ihu̱ gi pädi ra ntuni ra mem'onda ba ehehu̱ ga te̱nihu̱ma nzu̱tehu̱. ko ya mätsa mi te̱he̱, ko ya bu̱'bai ko ngatho ra ts'e̱di mi te̱he̱ ra ñ'u.	-ñ'embagi, ya gabida, ya jä'ihu gi pädi ra ntuni ra mem'onda ba ehehu ga te̱nihu̱ma nzutehu̱. ko ya mätsa mi te̱he, ko ya bu'bai ko ngatho ra ts'e̱di mi te̱he ra ñ'u.
bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayaca, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱di nuna ngoti ra m'onda, ngu pede ra däŋga b'ede, ya k'oi ne ya njä̱ndahmä, ngu nu'a ra hmä ra alonso axayaca, goho n'ate ma pa bi nzö̱t'e nuna pa.
into y'o manjuäntho, into pa ri nektho.	OTS: into y'o manjuänhto, into pa ri nekhto.
nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	nts'u̱ ndi umbabihe ma njot'ihe xki ntsei ndi daihe, mi adi n'a tu̱ki nehe nts'u̱ ndi unihe ya k'astaboja mi hani made n'a tu̱ki [...]
ya miñ'o ko ngehna hmä ri johya,	ya miñ'o ko ngëhna hmä ri johya,
bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱hso̱ ra ŋo ma ajü̱ä: nubia da fü̱di da gwadi ra r'et'a ra pa.
