INALI	OTS
xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	xa zägi mpaha, nub'u̱ xa njabu̱ xa hapabi ma zu ne inte xa t'otabi nub'u̱ inda hapi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,
y'o, ri ma ne gi xipabihu̱ ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	yo, ri ma ne gi xipabihu ya metlaxcala ge ma ra ya meti jä'i ne ri ajuahu, ge nu'a ga mä ge xa ehe nuua ma haihu, ge di umbabihe ma nthädihe.
¿te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿Te da o̱t'e ma jä'ifu̱ sta b'e̱difu̱?
-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da ts'iuä... ri ñähe geä ma ñüeiho. da othehe ya ñothe ko ya hem'i, ya ñothehe ko ya nt'uts'i. da otse ra bäna noya.
-dom'i ma ajuähu̱ ge inda yu̱t'a ha ma nguhu̱ nuhu̱ to'o e̱nts'i pa thi ne da hokuabi ra honanhyo nub'u̱ sta ne da hyoki ya inda za.	-dom’i ma ajuähu̱ ge nda yut’a ha ma nguhu̱ nuhu̱ to’o e̱nts’i pa thi ne da hokuabi ra honanhyo nub’u̱ sta ne da hyoki ya nda za.
-o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuuahu̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsunda ma ajuähe.	-o̱t'a ra mäte gi o̱dehu̱, ja gi b'ai nuähu̱. mont'a ya ngo ajuä; ri juat'i ra ngo ga tsu̱nda ma ajuähe.
-xa hño, di b'u̱ihe njamädihe.	-xa hño, di b'uihe ñamädihe.
-¿nguande njabu̱ ga mäu gra juähu̱?	-¿Nguande ñabü ga mäu gra juähu?
-ñ'emabagi, ya gabida, ya jä'ihu̱ gi pädi ra ntuni ra mem'onda ba ehehu̱ ga te̱nihu̱ma nzu̱tehu̱. ko ya mätsa mi te̱he̱, ko ya bu̱'bai ko ngatho ra ts'e̱di mi te̱he̱ ra ñ'u.	-ñ'emabaki, ya kabida, ya jä'ifu gi pädi ra ntuni ra mem'onda ba ehehu ga te̱nihu nzu̱tehu. ko ya mätsa mi te̱he, ko ya bu'bai ko ngatho ra ts'e̱di mi te̱he ra ñ'u.
bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayaca, goho n'ate ma pa bi nzo̱t'e nuna pa.	bi tse̱ti nuna ngot'i ra m'onda, ngu pede ra dänga b'ede, ya k'oi ne ya njändahmä, ngu nu'a ra hmä ra alonso axayaca, goho n'ate ma pa bi nzot'e nuna pa.
into y'o manjuäntho, into pa ri nektho.	into y'o manxuanto, into pa ri nexto.
nub'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nub'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]	OTS: nu'b'u̱ ndi umbabihe ma njut'ihe xki nzäi ndi da'ihe, mi adi n'a tu̱ki nehe nu'b'u̱ ndi unihe ya k'astaboja mi häni made n'a tu̱ki [...]
ya miñ'o ko ngehna hmä ri johya,	ya miñ'u ko ngehna hmä ri johya,
bi tso̱hso̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.	bi tso̱xo̱ ra ngo ma ajuähu̱: nubia da fu̱di da guadi ra r'e̱t'a ra pa.
